name,extId,x,y,category,puic,prodclass,x_real,y2,join_id,join_name,isInAustria
Wien Schloss Hetzendorf,19474,0,0,0,0,0,16.309039,48.167286,0,0,1
Wien Südwestfriedhof 1.Tor,19477,0,0,0,0,0,16.303358,48.161893,0,0,1
Wien Marschallplatz,19476,0,0,0,0,0,16.303574,48.165695,0,0,1
Wien Südwestfriedhof 2.Tor/8.Tor,19478,0,0,0,0,0,16.301057,48.161183,0,0,1
Wien Südwestfriedhof 3.Tor/7.Tor,19479,0,0,0,0,0,16.298729,48.16147,0,0,1
Wien Emil-Behring-Weg,19480,0,0,0,0,0,16.296158,48.161794,0,0,1
Wien Am Rosenhügel (Rosenhügelstraße),19481,0,0,0,0,0,16.291043,48.161794,0,0,1
Wien Am Rosenhügel (Busschleife),19482,0,0,0,0,0,16.291043,48.161794,0,0,1
Wien Meidling Hauptstraße (Schönbrunner Straße),19483,0,0,0,0,0,16.328977,48.183548,0,0,1
Vösendorf-Siebenhirten Bahnhof (Freunschlaggasse),19515,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien Niederhofstraße (Meidlinger Markt),19484,0,0,0,0,0,16.331251,48.18113,0,0,1
Perchtoldsdorf Am Soßenhügel,19498,0,0,0,0,0,16.267653,48.132462,0,0,1
Wien Edelsinnstr./Schönbrunner Allee (Schöpferg.),19485,0,0,0,0,0,16.311547,48.171376,0,0,1
Wien Gaßmannstraße (Schönbrunner Allee),19486,0,0,0,0,0,16.311547,48.171376,0,0,1
Perchtoldsdorf Bahnhst,19499,0,0,0,0,0,16.285478,48.122916,0,0,1
Wien Rotenmühlgasse,19487,0,0,0,0,0,16.323871,48.183737,0,0,1
Wien Perfektastraße (Unterführung),19509,0,0,0,0,0,16.298135,48.137298,0,0,1
Wien Am Rosenhügel (Wundtgasse),19488,0,0,0,0,0,16.291043,48.161794,0,0,1
Perchtoldsdorf Rembrandtgasse,19491,0,0,0,0,0,16.288724,48.123428,0,0,1
Perchtoldsdorf Bachackergasse,19490,0,0,0,0,0,16.289569,48.12483,0,0,1
Perchtoldsdorf Freizeitzentrum,19500,0,0,0,0,0,16.266763,48.124012,0,0,1
Perchtoldsdorf Beatrixheim,19492,0,0,0,0,0,16.256866,48.116263,0,0,1
Perchtoldsdorf Höhenstraße,19489,0,0,0,0,0,16.254627,48.116003,0,0,1
Perchtoldsdorf Rudolf-Hochmayer-Gasse,19493,0,0,0,0,0,16.283303,48.126943,0,0,1
Perchtoldsdorf Sebastian-Kneipp-Gasse,19494,0,0,0,0,0,16.281038,48.126709,0,0,1
Perchtoldsdorf Franz-Vesely-Gasse,19495,0,0,0,0,0,16.279294,48.127113,0,0,1
Wien Industriegelände Liesing West,19502,0,0,0,0,0,16.297982,48.1331,0,0,1
Perchtoldsdorf Balthasar-Krauß-Gasse,19496,0,0,0,0,0,16.274269,48.129505,0,0,1
Perchtoldsdorf Goethestraße,19497,0,0,0,0,0,16.271464,48.130988,0,0,1
Wien Hetmanekgasse,19510,0,0,0,0,0,16.316932,48.137262,0,0,1
Wien An den Steinfeldern,19503,0,0,0,0,0,16.298135,48.137298,0,0,1
Wien Carlbergergasse,19504,0,0,0,0,0,16.297955,48.1412,0,0,1
Wien Löwenthalgasse,19519,0,0,0,0,0,16.278251,48.135977,0,0,1
Wien Kugelmanngasse,19505,0,0,0,0,0,16.30378,48.141074,0,0,1
Wien Stipcakgasse,19511,0,0,0,0,0,16.316635,48.135473,0,0,1
Wien Forchheimergasse,19506,0,0,0,0,0,16.306792,48.140966,0,0,1
Wien Herziggasse,19507,0,0,0,0,0,16.312509,48.140921,0,0,1
Wien Sevcikgasse (Leo-Mathauser-Gasse),19516,0,0,0,0,0,16.318298,48.128875,0,0,1
Wien Eitnergasse,19508,0,0,0,0,0,16.312383,48.13879,0,0,1
Wien Siedlung Wienerflur,19512,0,0,0,0,0,16.31508,48.13212,0,0,1
Wien Akaziengasse,19513,0,0,0,0,0,16.315583,48.130035,0,0,1
Wien Sevcikgasse (Nr.1),19514,0,0,0,0,0,16.318298,48.128875,0,0,1
Wien Maireckergasse,19521,0,0,0,0,0,16.262655,48.135833,0,0,1
Wien Wienerflurgasse,19517,0,0,0,0,0,16.318442,48.131257,0,0,1
Wien Korbgasse,19520,0,0,0,0,0,16.275078,48.136876,0,0,1
Wien Franz-Lehár-Gasse,19501,0,0,0,0,0,16.291267,48.130377,0,0,1
Wien Pumgasse,19518,0,0,0,0,0,16.272246,48.135995,0,0,1
Wien Rudolf-Waisenhorn-Gasse (Rodauner Straße),19523,0,0,0,0,0,16.261414,48.1428,0,0,1
Wien Rodauner Straße (Siedlungsstraße),19522,0,0,0,0,0,16.260228,48.139006,0,0,1
Wien Maurer Berg (Anton-Krieger-Gasse),19524,0,0,0,0,0,16.270359,48.1428,0,0,1
Wien Lindauergasse (Katleingasse),19525,0,0,0,0,0,16.258978,48.145128,0,0,1
Wien Kaserngasse,19526,0,0,0,0,0,16.259185,48.149227,0,0,1
Wien Valentingasse,19527,0,0,0,0,0,16.264201,48.151951,0,0,1
Wien Maurer Hauptplatz (Mitte),19528,0,0,0,0,0,16.268417,48.150728,0,0,1
Wien Lindauergasse (Nr. 32),19529,0,0,0,0,0,16.258978,48.145128,0,0,1
Wien Zouvalgasse,19546,0,0,0,0,0,16.321318,48.137918,0,0,1
Wien Rudolf-Waisenhorn-Gasse (Nr.121),19530,0,0,0,0,0,16.261414,48.1428,0,0,1
Wien Rodaun (Manowardagasse),19531,0,0,0,0,0,16.266799,48.135905,0,0,1
Wien Reumannplatz (Favoritenstraße 119-121),19555,0,0,0,0,0,16.378184,48.174262,0,0,1
Wien Liesinger-Flur-Gasse,19547,0,0,0,0,0,16.305902,48.136642,0,0,1
Vösendorf SCS Park/Europaring,19533,0,0,0,0,0,16.319862,48.117486,0,0,1
Vösendorf-Siebenhirten Bahnhof,19535,0,0,0,0,0,16.319044,48.125495,0,0,1
Wien Hetzendorf Bahnhst (Altmannsdorfer Straße),17609,0,0,0,0,0,16.313732,48.165749,0,0,1
Wien Breitenfurter Straße/Altmannsdorfer Straße,19538,0,0,0,0,0,16.316563,48.165605,0,0,1
Wien Sagedergasse (Altmannsdorfer Straße),19539,0,0,0,0,0,16.32282,48.144292,0,0,1
Wien Eduard-Kittenberger-Gasse,19548,0,0,0,0,0,16.303385,48.136813,0,0,1
Wien Linienamt/Altmannsdorfer Straße,19540,0,0,0,0,0,16.319107,48.156904,0,0,1
Wien Steinsee,19541,0,0,0,0,0,16.320563,48.151969,0,0,1
Wien Gußriegelstraße,19561,0,0,0,0,0,16.358758,48.166315,0,0,1
Wien Alterlaa (Erlaaer Schleife),19542,0,0,0,0,0,16.306585,48.148022,0,0,1
Wien Liesinger Friedhof,19549,0,0,0,0,0,16.294144,48.133541,0,0,1
Wien Rossakgasse/Altmannsdorfer Straße,19543,0,0,0,0,0,16.321642,48.148121,0,0,1
Wien Goldhammergasse/Altmannsdorfer Straße,19544,0,0,0,0,0,16.32282,48.144292,0,0,1
Wien Ettenreichgasse/Schulzentrum,19556,0,0,0,0,0,16.373923,48.168563,0,0,1
Wien Meischlgasse,19545,0,0,0,0,0,16.323638,48.141487,0,0,1
Wien Liesing Feuerwache,19550,0,0,0,0,0,16.289425,48.134098,0,0,1
Wien Erlaaer Spitz,19536,0,0,0,0,0,16.323979,48.137811,0,0,1
Wien Seybelgasse,19551,0,0,0,0,0,16.288427,48.136193,0,0,1
Wien Troststraße/Neilreichgasse,19557,0,0,0,0,0,16.364395,48.170001,0,0,1
Wien Dr.-Neumann-Gasse,19552,0,0,0,0,0,16.288094,48.138071,0,0,1
Wien Perfektastraße (Schleife),19553,0,0,0,0,0,16.312949,48.136498,0,0,1
Wien Neusteinhof,19567,0,0,0,0,0,16.333121,48.157308,0,0,1
Wien Breitenfurter Straße/Hetzendorfer Straße,19554,0,0,0,0,0,16.315502,48.164401,0,0,1
Wien Stefan-Fadinger-Platz (Raxstraße),19562,0,0,0,0,0,16.354641,48.167709,0,0,1
Wien Holbeingasse (Bernhardsthalgasse),19558,0,0,0,0,0,16.361806,48.176419,0,0,1
Wien Starhemberg-Kaserne,19559,0,0,0,0,0,16.357078,48.171161,0,0,1
Wien Computerstraße/Gutheil-Schoder-Gasse,19565,0,0,0,0,0,16.33731,48.159708,0,0,1
Wien Graffgasse,19560,0,0,0,0,0,16.357707,48.168976,0,0,1
Wien Clemens-Holzmeister-Straße (Carl-Appel-Str.),19563,0,0,0,0,0,16.347837,48.169138,0,0,1
Wien Hertha-Firnberg-Straße,19564,0,0,0,0,0,16.346317,48.166486,0,0,1
Wien Gutheil-Schoder-Gasse Bahnhst (Unterführung),19566,0,0,0,0,0,16.335854,48.1596,0,0,1
Wien Purkytgasse (Kinskygasse),19569,0,0,0,0,0,16.334425,48.150063,0,0,1
Wien Schwarzenhaidestraße,19568,0,0,0,0,0,16.328375,48.152382,0,0,1
Wien Triester Straße/Rossakgasse,19570,0,0,0,0,0,16.332708,48.146054,0,0,1
Wien Sobotagasse,19571,0,0,0,0,0,16.330218,48.144175,0,0,1
Wien Dobrowskygasse,19572,0,0,0,0,0,16.332348,48.143348,0,0,1
Wien Hubermanngasse,19573,0,0,0,0,0,16.331368,48.14004,0,0,1
Wien Inzersdorf Zetschegasse,19537,0,0,0,0,0,16.330398,48.138674,0,0,1
Wien Breiteneckergasse,19574,0,0,0,0,0,16.329436,48.144157,0,0,1
Wien Kinskygasse/Rossakgasse,19575,0,0,0,0,0,16.331045,48.146234,0,0,1
Wien Willendorfer Gasse,19576,0,0,0,0,0,16.333256,48.151528,0,0,1
Wien Wienerberg City,19577,0,0,0,0,0,16.344672,48.167754,0,0,1
Wien Clemens-Holzmeister-Straße (Nr.1),19578,0,0,0,0,0,16.347837,48.169138,0,0,1
Wien Holbeingasse (Troststraße),19579,0,0,0,0,0,16.360718,48.170666,0,0,1
Wien Troststraße (Nr.5-9),19580,0,0,0,0,0,16.380342,48.169057,0,0,1
Wien Perfektastraße (Lemböckgasse),19581,0,0,0,0,0,16.312949,48.136498,0,0,1
Wien Talpagasse,19582,0,0,0,0,0,16.309686,48.132228,0,0,1
Wien Basler Gasse,19583,0,0,0,0,0,16.406213,48.217896,0,0,1
Wien Weidlingau Bahnhof,20090,0,0,0,0,0,16.211929,48.210443,0,0,1
Wien Hadersdorf Bahnhof,20091,0,0,0,0,0,16.224514,48.2103,0,0,1
Dürrwien Bahnhof,20086,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Wolf in der Au Bahnhof,20092,0,0,0,0,0,16.236406,48.204645,0,0,1
Purkersdorf b.Wien Sanatorium Bahnhof,20089,0,0,0,0,0,16.20044,48.206281,0,0,1
Unterpurkersdorf Bahnhof,20088,0,0,0,0,0,16.188746,48.207531,0,0,1
Wien Pfarrwiesenstraße,20301,0,0,0,0,0,16.241503,48.209473,0,0,1
Wien Mondweg,20300,0,0,0,0,0,16.243813,48.207944,0,0,1
Wien Stammhausstraße,20302,0,0,0,0,0,16.239391,48.211306,0,0,1
Wien Glossystraße,20303,0,0,0,0,0,16.235912,48.212439,0,0,1
Wien Josef-Ressel-Straße,20304,0,0,0,0,0,16.233521,48.21119,0,0,1
Wien Hüttergasse,20305,0,0,0,0,0,16.226959,48.213239,0,0,1
Wien Anzengruberstraße,20306,0,0,0,0,0,16.223884,48.213994,0,0,1
Wien Oskar-Simony-Straße,20307,0,0,0,0,0,16.235651,48.211163,0,0,1
Wien Riedstraße,20308,0,0,0,0,0,16.238627,48.210497,0,0,1
Wien Alois-Behr-Straße,20309,0,0,0,0,0,16.241207,48.205823,0,0,1
Wien Freesienweg,20310,0,0,0,0,0,16.242798,48.204484,0,0,1
Wien Hütteldorfer Friedhof,20311,0,0,0,0,0,16.244667,48.204277,0,0,1
Scheiblingstein Tullner Straße,20587,0,0,0,0,0,16.209627,48.265404,0,0,1
Wien Neuwaldegg (Hans-Leinkauf-Platz),20581,0,0,0,0,0,16.291178,48.233591,0,0,1
Steinriegl Hirschbergweg (Weidlingbachstraße),20588,0,0,0,0,0,16.202993,48.272145,0,0,1
Wien Höhenstraße/Marswiese,20582,0,0,0,0,0,16.280058,48.240351,0,0,1
Wien Linienamt Neuwaldegg,20583,0,0,0,0,0,16.277658,48.240126,0,0,1
Wien Exelbergstraße/Parkplatz,20584,0,0,0,0,0,16.270565,48.243793,0,0,1
Unterkirchbach Marienhof,20589,0,0,0,0,0,16.192656,48.287742,0,0,1
Wien Rohrerhüttenweg,20585,0,0,0,0,0,16.262493,48.245591,0,0,1
Wien Exelbergsiedlung,20586,0,0,0,0,0,16.259554,48.244171,0,0,1
Klosterneuburg Mühlengasse (Buchberggasse)),20591,0,0,0,0,0,16.293029,48.312219,0,0,1
Weidling Wintergasse,20648,0,0,0,0,0,16.2956,48.286375,0,0,1
Weidlingbach b.Klosterneuburg Hubertusweg,20627,0,0,0,0,0,16.238357,48.266599,0,0,1
Hintersdorf Arzgrub,20636,0,0,0,0,0,16.21272,48.294547,0,0,1
Steinriegl Hirschbergweg,20616,0,0,0,0,0,16.202993,48.272145,0,0,1
Weidlingbach b.Klosterneuburg Anton-Wallner-Gasse,20628,0,0,0,0,0,16.233386,48.269826,0,0,1
Wien Silbergasse,20617,0,0,0,0,0,16.34878,48.242787,0,0,1
Wien Oberdöbling Bahnhst (Billrothstraße),20618,0,0,0,0,0,16.344268,48.244396,0,0,1
Wien Karthäuserstraße,20619,0,0,0,0,0,16.323871,48.250535,0,0,1
Weidlingbach b.Klosterneuburg Oberweidlingbach,20629,0,0,0,0,0,16.223444,48.273089,0,0,1
Wien Sievering,20620,0,0,0,0,0,16.316788,48.254347,0,0,1
Wien Gspöttgraben,20621,0,0,0,0,0,16.314505,48.25592,0,0,1
Weidling Gschwendt,20642,0,0,0,0,0,16.322352,48.293198,0,0,1
Wien Jägerhaus,20622,0,0,0,0,0,16.301425,48.263929,0,0,1
Steinriegl Schönmais,20630,0,0,0,0,0,16.210805,48.273386,0,0,1
Wien Sieveringer Straße/Rohrerwiese,20623,0,0,0,0,0,16.294854,48.263983,0,0,1
Weidlingbach b.Klosterneuburg Steinrieglstraße,20624,0,0,0,0,0,16.267131,48.26739,0,0,1
Hintersdorf Hutweide,20637,0,0,0,0,0,16.211228,48.290124,0,0,1
Weidlingbach b.Klosterneuburg Talgasse,20625,0,0,0,0,0,16.257513,48.266599,0,0,1
Steinriegl Weidlingbachstraße,20631,0,0,0,0,0,16.205726,48.273692,0,0,1
Weidlingbach b.Klosterneuburg Trafo,20626,0,0,0,0,0,16.245692,48.264594,0,0,1
Steinriegl Tullner Straße,20615,0,0,0,0,0,16.20133,48.268289,0,0,1
Hainbuch b.Wien,20632,0,0,0,0,0,16.178129,48.280083,0,0,1
Maria Gugging Hintersdorfer Straße,20633,0,0,0,0,0,16.255805,48.307464,0,0,1
Hintersdorf Sonnberg 10,20638,0,0,0,0,0,16.215695,48.284101,0,0,1
Haselbach b.Hintersdorf Weingraben,20634,0,0,0,0,0,16.237845,48.303131,0,0,1
Haselbach b.Hintersdorf Im  Hanger,20635,0,0,0,0,0,16.232029,48.299176,0,0,1
Weidling Servitenhof,20646,0,0,0,0,0,16.306252,48.288749,0,0,1
Windischhütte,20639,0,0,0,0,0,16.227417,48.282159,0,0,1
Weidling Steinwandgasse,20643,0,0,0,0,0,16.315368,48.291346,0,0,1
Hintersdorf Sonnberg 1,20640,0,0,0,0,0,16.215479,48.282582,0,0,1
Hintersdorf Kirchengasse,20641,0,0,0,0,0,16.216801,48.300956,0,0,1
Weidling Kirchmayergasse,20644,0,0,0,0,0,16.311601,48.290618,0,0,1
Weidling Kirche,20645,0,0,0,0,0,16.309048,48.290834,0,0,1
Weidling Dehmgasse,20647,0,0,0,0,0,16.302486,48.287068,0,0,1
Weidling Schwedenheim,20650,0,0,0,0,0,16.285011,48.28118,0,0,1
Weidling Hauptstraße,20649,0,0,0,0,0,16.290387,48.284047,0,0,1
Weidling Reitstall,20651,0,0,0,0,0,16.280409,48.279193,0,0,1
Weidling Hinterweidling,20652,0,0,0,0,0,16.275222,48.272954,0,0,1
Weidling Friedhof,20653,0,0,0,0,0,16.302917,48.292785,0,0,1
Weidling Elisabethgasse,20654,0,0,0,0,0,16.298818,48.291958,0,0,1
Weidling Säulenweg,20655,0,0,0,0,0,16.296077,48.290178,0,0,1
Weidling Fograben,20656,0,0,0,0,0,16.284885,48.289369,0,0,1
Klosterneuburg Andreas-Hofer-Straße,20674,0,0,0,0,0,16.331207,48.293108,0,0,1
Weidling Stöllngasse,20657,0,0,0,0,0,16.281298,48.289378,0,0,1
Klosterneuburg Sachsengasse,20670,0,0,0,0,0,16.330424,48.292955,0,0,1
Weidling Rotgraben,20658,0,0,0,0,0,16.274026,48.288883,0,0,1
Exelberg Rotes Kreuz,20662,0,0,0,0,0,16.244416,48.249699,0,0,1
Exelberg Abzw Sofienalpe,20663,0,0,0,0,0,16.236271,48.249969,0,0,1
Weidlingbach b.Klosterneuburg Ortsmitte,20664,0,0,0,0,0,16.257513,48.266599,0,0,1
Klosterneuburg-Weidling Bahnhof (Schömer),20667,0,0,0,0,0,16.334703,48.297342,0,0,1
Wien Heiligenstadt Bf (Boschstraße),20688,0,0,0,0,0,16.365446,48.249034,0,0,1
Klosterneuburg Wolfsgraben,20668,0,0,0,0,0,16.329975,48.290088,0,0,1
Klosterneuburg Stadtfriedhof,20679,0,0,0,0,0,16.320276,48.301199,0,0,1
Klosterneuburg Ubald-Kostersitz-Gasse,20669,0,0,0,0,0,16.329633,48.291922,0,0,1
Klosterneuburg Raphael-Donner-Gasse,20680,0,0,0,0,0,16.322927,48.302637,0,0,1
Klosterneuburg Agnesbrücke (Kollersteig),20671,0,0,0,0,0,16.328887,48.295086,0,0,1
Klosterneuburg Tauchnergasse,20672,0,0,0,0,0,16.32762,48.302439,0,0,1
Klosterneuburg Untere Öden,20673,0,0,0,0,0,16.324564,48.291796,0,0,1
Klosterneuburg Göppingerplatz (Buchberggasse),20681,0,0,0,0,0,16.324429,48.302637,0,0,1
Maria Gugging Am Campus,20689,0,0,0,0,0,16.258951,48.310215,0,0,1
Klosterneuburg Grabmandlgasse,20675,0,0,0,0,0,16.332438,48.29096,0,0,1
Klosterneuburg Happyland,20682,0,0,0,0,0,16.330541,48.310727,0,0,1
Klosterneuburg Kardinal-Piffl-Platz,20678,0,0,0,0,0,16.321705,48.304264,0,0,1
Klosterneuburg-Kierling Bahnhof,20690,0,0,0,0,0,16.326307,48.30981,0,0,1
Klosterneuburg Leopoldsgraben,20691,0,0,0,0,0,16.294899,48.31132,0,0,1
Weidlingbach b.Klosterneuburg,20665,0,0,0,0,0,16.256039,48.266662,0,0,1
Klosterneuburg Agnesbrücke,20676,0,0,0,0,0,16.328887,48.295086,0,0,1
Klosterneuburg-Weidling Bahnhof,20666,0,0,0,0,0,16.334703,48.297342,0,0,1
Klosterneuburg Leopoldbrücke,20677,0,0,0,0,0,16.332528,48.300147,0,0,1
Klosterneuburg Wisentgasse,20683,0,0,0,0,0,16.319664,48.302673,0,0,1
Klosterneuburg Eichberggasse 30,20692,0,0,0,0,0,16.293029,48.312219,0,0,1
Klosterneuburg Meynertgasse,20684,0,0,0,0,0,16.31846,48.301819,0,0,1
Klosterneuburg Roman-Scholz-Platz,20685,0,0,0,0,0,16.326146,48.303536,0,0,1
Klosterneuburg Stiftsgarten,20686,0,0,0,0,0,16.329912,48.304947,0,0,1
Klosterneuburg Mühlengasse,20687,0,0,0,0,0,16.316204,48.306394,0,0,1
Klosterneuburg Dr.-Teichmann-Gasse,20693,0,0,0,0,0,16.299699,48.313001,0,0,1
Klosterneuburg Max-Poosch-Gasse,20694,0,0,0,0,0,16.293416,48.313828,0,0,1
Hadersdorf (Wien) Hauptstraße,21088,0,0,0,0,0,16.219174,48.209922,0,0,1
Wien Zimbagasse,21097,0,0,0,0,0,16.219111,48.206192,0,0,1
Wien Uranusweg,21089,0,0,0,0,0,16.251814,48.207414,0,0,1
Wien Albert-Schweitzer-Gasse,21094,0,0,0,0,0,16.222338,48.20736,0,0,1
Wien Merkurweg,21090,0,0,0,0,0,16.249737,48.207639,0,0,1
Wien Siriusweg,21091,0,0,0,0,0,16.247733,48.20754,0,0,1
Wien Ferdinand-Frey-Weg,21092,0,0,0,0,0,16.227777,48.215019,0,0,1
Wien Auhof (Albert-Schweitzer-Gasse),21095,0,0,0,0,0,16.222338,48.20736,0,0,1
Wien Cottagestraße,21093,0,0,0,0,0,16.226266,48.215127,0,0,1
Wien Wolfgang-Pauli-Gasse,21096,0,0,0,0,0,16.215983,48.207073,0,0,1
Wien Spittelau Bahnhst (U6),21609,0,0,0,0,0,16.358381,48.235353,0,0,1
Wien Gumpendorfer Straße (U6),21618,0,0,0,0,0,16.337454,48.190946,0,0,1
Wien Nußdorfer Straße (U6),21610,0,0,0,0,0,16.352367,48.231316,0,0,1
Wien Währinger Straße-Volksoper (U6),21611,0,0,0,0,0,16.349401,48.225366,0,0,1
Wien Erlaaer Straße (U6),21624,0,0,0,0,0,16.316653,48.141577,0,0,1
Siebenhirten (Wien),21602,0,0,0,0,0,16.309695,48.129577,0,0,1
Wien Michelbeuern-AKH (U6),21612,0,0,0,0,0,16.343926,48.221249,0,0,1
Wien Floridsdorf Bf (U6),21604,0,0,0,0,0,16.400352,48.256828,0,0,1
Wien Neue Donau (U6),21605,0,0,0,0,0,16.3953,48.24676,0,0,1
Wien Längenfeldgasse (U4/U6 Gleis 2),21619,0,0,0,0,0,16.335261,48.184914,0,0,1
Wien Handelskai Bahnhst (U6),21606,0,0,0,0,0,16.384908,48.241753,0,0,1
Wien Alser Straße (U6),21613,0,0,0,0,0,16.341787,48.216835,0,0,1
Wien Dresdner Straße (U6),21607,0,0,0,0,0,16.38018,48.237177,0,0,1
Wien Jägerstraße (U6),21608,0,0,0,0,0,16.33838,48.195467,0,0,1
Wien Josefstädter Straße (U6),21614,0,0,0,0,0,16.339072,48.211396,0,0,1
Wien Thaliastraße (U6),21615,0,0,0,0,0,16.337993,48.207792,0,0,1
Wien Niederhofstraße (U6),21620,0,0,0,0,0,16.331251,48.18113,0,0,1
Wien Burggasse-Stadthalle (U6),21616,0,0,0,0,0,16.337373,48.202012,0,0,1
Wien Westbahnhof (U6),21617,0,0,0,0,0,16.337607,48.19687,0,0,1
Wien Tscherttegasse (U6),21621,0,0,0,0,0,16.328141,48.164967,0,0,1
Wien Perfektastraße (U6),21625,0,0,0,0,0,16.312949,48.136498,0,0,1
Wien Am Schöpfwerk (U6),21622,0,0,0,0,0,16.324366,48.161389,0,0,1
Wien Alterlaa (U6),21623,0,0,0,0,0,16.317183,48.15053,0,0,1
Wien Siebenhirten (U6),21603,0,0,0,0,0,16.309695,48.128974,0,0,1
Wien Längenfeldgasse (U4/U6 Gleis 1),21626,0,0,0,0,0,16.335261,48.184914,0,0,1
Wien Türkenschanzplatz (Gersthofer Straße),22382,0,0,0,0,0,16.327296,48.234876,0,0,1
Wien Spitalgasse,22375,0,0,0,0,0,16.353248,48.222246,0,0,1
Wien Aumannplatz (Währinger Straße),22379,0,0,0,0,0,16.336411,48.228404,0,0,1
Wien Währinger Straße-Volksoper (Unterführung),22376,0,0,0,0,0,16.349401,48.225366,0,0,1
Wien Schottentor (Tiefgeschoß),22373,0,0,0,0,0,16.362102,48.214201,0,0,1
Wien Schwarzspanierstraße,22374,0,0,0,0,0,16.359217,48.217203,0,0,1
Wien Kutschkergasse,22377,0,0,0,0,0,16.34478,48.226148,0,0,1
Wien Gersthof Bahnhst (Gentzgasse),22381,0,0,0,0,0,16.329085,48.231325,0,0,1
Wien Martinstraße,22378,0,0,0,0,0,16.342245,48.226597,0,0,1
Wien Weinhauser Gasse,22380,0,0,0,0,0,16.331377,48.230247,0,0,1
Wien Erndtgasse,22383,0,0,0,0,0,16.322658,48.237357,0,0,1
Wien Scheibenbergstraße,22384,0,0,0,0,0,16.318154,48.238867,0,0,1
Wien Pötzleinsdorf (Straßenbahnschleife),22385,0,0,0,0,0,16.310999,48.240755,0,0,1
Wien Josef-Baumann-Gasse,22420,0,0,0,0,0,16.430232,48.251272,0,0,1
Wien Winkeläckerstraße,22414,0,0,0,0,0,16.389825,48.273458,0,0,1
Wien Koloniestraße,22415,0,0,0,0,0,16.39325,48.26597,0,0,1
Wien Forstnergasse,22424,0,0,0,0,0,16.454116,48.247515,0,0,1
Wien Floridsdorf Bf (Schlosshofer Straße),22416,0,0,0,0,0,16.394922,48.262015,0,0,1
Wien Saikogasse (Donaufelder Straße),22421,0,0,0,0,0,16.435347,48.250742,0,0,1
Wien Edmund-Hawranek-Platz (Straßenbahnschleife),22413,0,0,0,0,0,16.386526,48.291373,0,0,1
Wien Hoßplatz,22417,0,0,0,0,0,16.375326,48.185507,0,0,1
Wien Fultonstraße,22418,0,0,0,0,0,16.414519,48.253214,0,0,1
Wien Carminweg,22419,0,0,0,0,0,16.421045,48.25316,0,0,1
Wien Kagraner Platz (Donaufelder Straße),22422,0,0,0,0,0,16.443769,48.249879,0,0,1
Wien Gewerbepark Stadlau (Straßenbahnbrücke),22425,0,0,0,0,0,16.462638,48.245564,0,0,1
Wien Kraygasse,22423,0,0,0,0,0,16.449298,48.248576,0,0,1
Wien Oberfeldgasse/Spargelfeldstraße,22427,0,0,0,0,0,16.473856,48.240989,0,0,1
Wien Süßenbrunner Straße/Oberfeldgasse,22426,0,0,0,0,0,16.468706,48.24302,0,0,1
Wien Prinzgasse,22429,0,0,0,0,0,16.482028,48.239964,0,0,1
Wien Ziegelhofstraße/Oberfeldgasse,22428,0,0,0,0,0,16.478189,48.239883,0,0,1
Wien Zanggasse,22430,0,0,0,0,0,16.484437,48.238813,0,0,1
Wien Am Heidjöchl,22431,0,0,0,0,0,16.487835,48.237123,0,0,1
Wien Hausfeldstraße (Unterführung),22432,0,0,0,0,0,16.486612,48.233708,0,0,1
Wien Hausfeldstraße (Straßenbahnschleife),22433,0,0,0,0,0,16.486612,48.233708,0,0,1
Wien Anton-Krieger-Gasse (Straßenbahn),22474,0,0,0,0,0,16.270359,48.1428,0,0,1
Wien Rodaun (Straßenbahnschleife),22472,0,0,0,0,0,16.266799,48.135905,0,0,1
Wien Breitenfurter Straße/Liesingbrücke (Brücke),22473,0,0,0,0,0,16.267788,48.13871,0,0,1
Wien Maurer Hauptplatz (Speisinger Straße),22476,0,0,0,0,0,16.268417,48.150728,0,0,1
Wien Maurer Lange Gasse (Straßenbahn),22475,0,0,0,0,0,16.268147,48.147429,0,0,1
Wien Franz-Asenbauer-Gasse (Speisinger Straße),22477,0,0,0,0,0,16.271365,48.154818,0,0,1
Wien Sillerplatz,22478,0,0,0,0,0,16.276489,48.15969,0,0,1
Wien Riedelgasse,22479,0,0,0,0,0,16.27959,48.163259,0,0,1
Wien Hermesstraße (Speisinger Straße 57),22480,0,0,0,0,0,16.269181,48.150548,0,0,1
Wien Hofwiesengasse (Feldkellergasse 8),22481,0,0,0,0,0,16.287285,48.170208,0,0,1
Wien Preyergasse (Straßenbahn),22482,0,0,0,0,0,16.286359,48.173651,0,0,1
Wien Jagdschlossgasse,22483,0,0,0,0,0,16.283645,48.177093,0,0,1
Wien Stadlergasse,22484,0,0,0,0,0,16.285811,48.181624,0,0,1
Wien Gloriettegasse,22485,0,0,0,0,0,16.291609,48.18299,0,0,1
Wien Dommayergasse,22486,0,0,0,0,0,16.298827,48.186469,0,0,1
Wien Hietzing (Kennedybrücke Westseite),22487,0,0,0,0,0,16.303457,48.188069,0,0,1
Wien Schloss Schönbrunn (Hadikgasse),22488,0,0,0,0,0,16.314244,48.176941,0,0,1
Wien Penzinger Straße (Schlossallee),22489,0,0,0,0,0,16.315215,48.190326,0,0,1
